AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
99678677,1,occasionally,1,sober
99678877,1,never,0,never
99678978,2,never,0,never
99710010,1,never,0,never
99710018,1,never,1,sober
99710038,1,never,0,never
99710050,2,never,0,never
99710074,1,never,0,never
99710084,2,never,1,sober
99710096,2,never,0,never
99710181,2,never,0,never
99710187,1,never,0,never
99710193,1,never,0,never
99710272,2,never,0,never
99710283,1,occasionally,1,sober
99710298,1,never,0,never
99710315,2,never,0,never
99710319,2,never,0,never
99710551,2,never,0,never
99710689,2,never,0,never
99710774,1,never,0,never
99710856,2,never,0,never
99710878,2,never,1,sober
99710882,1,never,0,never
99710988,2,occasionally,1,sober
99711172,1,never,1,never
99711176,1,never,1,never
99711177,2,never,0,never
99711362,2,never,0,never
99712041,1,never,0,never
99712172,2,never,1,never
99712176,2,never,0,never
99712210,1,never,0,never
99712216,2,never,0,never
99712217,1,never,0,never
99712218,2,never,1,sober
99712240,2,never,0,never
99712242,1,never,1,sober
99712274,2,never,0,never
99712371,2,never,0,never
99712390,1,never,0,never
99712394,2,never,0,never
99712901,1,never,0,never
99712902,2,never,0,never
99712905,1,never,0,never
99712907,1,never,0,never
99713094,1,never,1,never
99713134,2,never,0,never
99713197,2,never,0,never
99713290,1,never,1,sober
99713300,2,never,0,never
99713392,1,never,0,never
99713400,2,never,0,never
99713501,2,never,0,never
99713934,2,never,0,never
99713999,2,never,1,never
99714126,2,never,0,never
99714185,2,never,0,never
99714324,2,never,NA,never
99714346,2,never,0,never
99714387,1,never,0,never
99714927,2,never,0,never
99714938,1,never,0,never
99714942,2,never,1,sober
99714995,1,frequently,1,sober
99715029,2,never,0,never
99715095,1,never,0,never
99715196,1,never,0,never
99715251,1,occasionally,1,intoxicated
99715253,1,never,0,never
99715258,2,never,0,never
99715268,1,frequently,0,never
99715286,2,occasionally,1,sober
99715350,1,never,1,never
99715352,2,never,0,never
99715357,2,never,0,never
99715358,1,occasionally,0,never
99715360,1,never,1,sober
99715365,2,never,0,never
99715823,2,never,0,never
99715931,1,never,1,never
99715932,2,never,0,never
99715933,2,never,0,never
99715934,2,never,0,never
99715935,2,occasionally,1,sober
99715936,2,never,0,never
99715938,1,frequently,1,sober
99715939,2,never,0,never
99715954,2,occasionally,0,never
99715957,1,occasionally,1,sober
99715958,1,never,1,never
99715985,2,never,0,never
99716062,2,never,0,never
99716092,2,never,0,never
99716186,1,never,0,never
99716235,2,never,0,never
99716258,1,never,0,never
99716285,2,never,0,never
99716352,2,never,0,never
99716360,1,never,0,never
99716369,2,never,0,never
99716396,1,never,0,never
99716629,2,never,0,never
99716892,2,never,1,sober
99716901,1,never,0,never
99716902,2,never,0,never
99716903,2,never,0,never
99716905,2,never,0,never
99716929,2,never,0,never
99716958,2,never,1,never
99716970,2,occasionally,0,never
99716971,2,never,0,never
99716977,1,never,0,never
99716979,1,occasionally,0,never
99716994,1,never,0,never
99717064,1,never,0,never
99717365,2,never,0,never
99717366,2,never,0,never
99717858,2,never,0,never
99717861,2,never,0,never
99717911,2,occasionally,0,never
99717915,1,never,0,never
99717916,1,never,0,never
99717917,1,never,0,never
99717919,2,never,0,never
99718007,2,never,0,never
99718014,1,never,1,sober
99718015,1,never,0,never
99718016,2,never,0,never
99718018,2,never,1,never
99718041,2,never,0,never
99718043,2,never,0,never
99718088,2,never,0,never
99718103,1,never,1,sober
99718104,1,never,0,never
99718128,1,never,0,never
99718129,2,never,0,never
99718207,1,never,0,never
99718214,1,never,0,never
99718222,1,never,0,never
99718260,1,never,1,never
99718303,2,never,0,never
99718305,1,never,0,never
99718310,1,never,0,never
99718363,2,never,0,never
99718423,1,never,0,never
99718829,1,never,0,never
99718845,2,never,0,never
99718889,2,never,0,never
99718901,2,never,0,never
99718920,2,never,0,never
99718925,1,never,1,never
99718944,1,never,0,never
99719378,2,never,0,never
99719930,2,never,0,never
99719939,1,never,0,never
99719970,1,occasionally,1,sober
99719976,2,never,1,never
99719978,1,frequently,0,never
